Age,Abies,Cupressaceae,Larix,Picea,Pinus,Alnus,Betula,Populus,Quercus,Salix,Ulmus,Ambrosia,Artemisia,Asteraceae,Chenopodium,Cyperaceae,Poaceae,Aquatics
3588,1.2213307,5.408983587,0.300153803,3.012747986,50.05935053,6.366494924,14.08772428,0.630550538,2.794890711,0.510779612,0.294916874,1.357867691,1.799803337,0.419945286,0.359990282,0.740923298,4.67837129,0.191746109
3638,1.178463896,5.129860119,0.451413443,2.652780605,52.0991977,6.087255596,13.07030488,0.805304109,2.763496683,0.403090765,0.22603785,1.143218258,1.68566335,0.307716563,0.400200584,0.645614701,4.822075983,0.189368747
3688,1.08280948,4.879443412,0.32316802,2.974091423,52.34823865,5.596275969,13.22834443,0.766662238,2.992448393,0.362999226,0.188218321,0.936852467,1.581058475,0.3028773,0.396556001,0.57548433,5.160844891,0.224470013
3738,0.978561732,4.719931448,0.149421772,3.230696083,52.60562523,4.653792983,14.20374568,0.560870699,3.286519674,0.333911901,0.133208713,0.90207811,1.538084163,0.423464474,0.341546392,0.615710401,5.327383149,0.350217229
3788,0.893562491,4.510922702,0,3.446071792,52.65343876,3.888611509,15.04540315,0.53067973,3.371223093,0.304824575,0.170944687,0.819724718,1.513897218,0.536832998,0.359195322,0.654200884,5.440972753,0.375754709
3838,0.926804077,4.248292441,0,3.318339718,54.11595192,3.559385248,15.08388221,0.681620008,2.774261638,0.27573725,0.329624545,0.70535611,1.518226268,0.509140427,0.476027172,0.632480341,5.171320803,0.286578398
3888,0.960045664,3.992779364,0,3.166360235,55.50805566,3.355673009,15.21445536,0.781415025,2.184957082,0.246649924,0.449576582,0.619408482,1.525157754,0.469324089,0.580195665,0.599667452,4.892195402,0.211636456
3938,0.982545664,3.757743917,0,2.920497964,56.44306115,3.911794797,15.87455933,0.612697423,1.635851248,0.232958669,0.366207562,0.687657301,1.567233731,0.365857972,0.622916767,0.508619753,4.502339096,0.211424951
3988,0.890313351,3.458391373,0.048685492,2.572935347,55.66223668,4.984103495,16.71322426,0.708436586,1.487318336,0.300096786,0.271202256,0.83645755,1.751206725,0.298110414,0.631751057,0.511629597,4.240211661,0.182905114
4038,0.795650246,3.16005311,0.123341215,2.469535189,55.75090247,5.22930134,16.71385394,0.87966818,1.545719108,0.367234903,0.300488647,0.82539214,1.873407227,0.326624604,0.608765068,0.531769771,4.208947391,0.225030771
4088,0.700987141,2.861714846,0.210330526,2.497864296,56.31446261,5.048700721,16.28412362,1.084113345,1.702123925,0.43437302,0.394053864,0.730804587,1.963160527,0.403961494,0.5706816,0.558715747,4.286997454,0.30415719
4138,0.60962742,2.557141249,0.29215951,2.575255279,56.80863369,4.909889988,15.90980754,1.256599901,1.884427654,0.516131822,0.479175013,0.638015261,2.031236798,0.492635328,0.536624733,0.582729771,4.304453324,0.387310211
4188,0.542492504,2.206841865,0.26867412,2.524063604,54.91718085,5.918811701,17.10970757,1.105573036,2.336156352,0.705108978,0.36742905,0.640193559,1.955212064,0.499128249,0.673763115,0.53010613,4.064704625,0.331589321
4238,0.475357588,1.856542481,0.242377399,2.45252319,52.94752922,6.962786469,18.35826781,0.950831575,2.791197533,0.894086133,0.250060422,0.645779383,1.879806659,0.4987329,0.816804282,0.475185127,3.832753962,0.268851666
4288,0.326828655,1.901627541,0.218801321,2.320269474,50.85735904,7.637156336,19.08020849,0.801362926,3.311564459,1.046808705,0.138133082,0.696306225,1.710466829,0.506357496,0.906891526,0.420069156,3.896458654,0.282062486
4338,0.108964078,2.295759453,0.218843619,2.406134344,50.86036747,7.085858845,17.72842895,0.721496578,3.6802958,1.005764179,0.084773319,0.904362162,1.566795297,0.520935165,0.858733923,0.52283989,4.098887999,0.442131194
4388,-0.1089005,2.704257577,0.209883138,2.403886688,52.64368175,5.779795963,15.56429057,0.652154331,3.749771068,0.773508512,0.026709402,1.08454772,1.448014076,0.435405874,0.806074931,0.813587946,4.384534539,0.597698513
4438,-0.326765077,3.136794162,0.159465021,2.290504695,53.41511616,4.879425667,13.69331691,0.624095528,4.191494106,0.73878629,0,1.202546823,1.418593223,0.46397218,0.852879428,0.815874464,4.985816532,0.804652398
4488,-0.382646354,3.434987582,0.073731139,2.013208848,53.46273723,4.632887938,12.99163339,0.677576495,4.716415056,0.841449765,0.046526644,1.041648874,1.533824497,0.534055391,0.952381229,0.558011653,5.593239103,0.906305036
4538,-0.248373321,3.564475492,0,1.796195103,53.28581079,4.52438257,12.79616547,0.740545275,5.114171866,0.878962737,0.108577743,0.882612808,1.736590552,0.575249505,1.054482846,0.339186252,5.992441042,0.874224863
4588,-0.114100289,3.774067143,0,1.760905559,52.12366551,4.318337214,13.4141923,0.855982895,5.240597042,0.738972202,0.260160571,0.953549087,1.853593836,0.445961773,0.907558823,0.361970189,6.213809351,0.701506753
4638,0.020172744,3.983658795,0,1.725616015,50.96152022,4.112291859,14.03221914,0.971420515,5.367022217,0.598981668,0.411743398,1.024485366,1.970597119,0.316674041,0.760634801,0.384754126,6.43517766,0.528788643
4688,0.154445777,4.171513075,0.021191804,1.689305695,49.98273954,3.811282213,14.53747282,1.028297219,5.556191989,0.476278122,0.527987791,1.113221891,2.060700884,0.23092315,0.697347853,0.421985753,6.548506322,0.367849325
4738,0.288718809,4.245246157,0.112692772,1.700847847,49.5555398,3.752065939,14.83310358,0.997303886,5.56183244,0.444331272,0.467409273,1.08783464,2.192297056,0.334572798,0.781640914,0.409652324,6.327453189,0.268484644
4788,0.422991842,4.318979239,0.20419374,1.712389999,49.12834005,3.692849664,15.12873434,0.966310553,5.567472891,0.412384421,0.406830756,1.06244739,2.323893227,0.438222446,0.865933975,0.397318896,6.106400056,0.169119964
4838,0.449549673,4.206995733,0.27984577,1.56277298,49.12738771,3.977952502,15.0792778,0.925495394,5.850784491,0.421425844,0.367872403,1.125534731,2.46688021,0.515561613,1.010928485,0.405979132,5.727305822,0.140027358
4888,0.481263085,4.08854706,0.272290872,1.254452265,49.17285438,4.218448361,14.9342405,0.83311565,6.804312984,0.360318705,0.442419914,1.211233499,2.533500552,0.454770757,1.221710261,0.524856103,5.028450904,0.150640003
4938,0.512976498,4.05193982,0.252051357,0.845427052,49.84403821,5.127202982,13.64106527,0.827521336,6.831999777,0.299211566,0.535643251,1.233766661,2.841028917,0.438024962,1.383315739,0.796293494,4.893510944,0.175499439
4988,0.54468991,4.061368386,0.224676744,0.379755561,50.86718793,6.411853158,11.70206245,0.870743828,6.338900613,0.238104427,0.639371739,1.220769168,3.284068044,0.446054513,1.517259549,1.15354612,5.075773148,0.208372694
5038,0.530885863,3.839747848,0.170382831,0.478495397,50.77361986,5.971579428,11.14718093,0.821877265,6.879047966,0.222216571,0.67136096,1.605884772,3.032275861,0.363829724,1.649505051,1.077151043,5.547788378,0.212036286
5088,0.501089195,3.716692323,0.120652273,0.810393284,50.48345208,5.07856961,10.85462168,0.759803001,7.515578793,0.222216571,0.685683829,1.93952773,2.566151841,0.282259047,1.620239179,0.933376269,6.326571654,0.303272237
5138,0.471292528,3.633189274,0.142417763,0.832656297,50.43797769,4.812298451,11.06908403,0.60189802,8.040733283,0.222216571,0.571257815,2.161540957,2.398596647,0.208297272,1.358784807,0.902992583,6.554124086,0.394508188
5188,0.444475527,3.574161763,0.184294535,0.758299699,50.38426051,4.780413863,11.53394788,0.419789963,8.561379158,0.222216571,0.424153377,2.344463065,2.342377694,0.147217151,1.024074365,0.917422225,6.484083287,0.491703472
5238,0.444475527,3.622126764,0.184031804,0.760719561,49.71677849,4.931635133,12.54249952,0.328324995,9.277194588,0.222216571,0.38937579,2.41809787,2.375420471,0.240819033,0.790577101,0.982703999,5.491664152,0.670653254
5288,0.444475527,3.615552853,0.132490293,0.910483598,49.6368328,4.635003778,12.81473197,0.329713732,9.677067152,0.236160236,0.458779115,2.329447466,2.243376483,0.489664299,0.841944325,0.970332714,4.986028788,0.873647513
5338,0.444475527,3.334462593,0.080948781,0.938240906,50.53728111,3.946212489,12.85166657,0.331102468,9.508987961,0.323308145,0.528182441,2.397663682,2.111332496,0.738509565,1.030566042,0.957961428,4.480395294,0.823248571
5388,0.444475527,3.053372333,0.02940727,0.965998215,51.43772942,3.2574212,12.88860116,0.332491204,9.340908771,0.410456054,0.597585766,2.465879897,1.979288508,0.98735483,1.21918776,0.945590142,3.974761799,0.772849629
5438,0.444475527,2.751267494,0.012703252,0.848495212,52.67714959,2.693164568,12.66927142,0.288657764,9.000785125,0.497603962,0.647751477,2.548581621,1.843487135,1.059535384,1.375373133,0.910626992,3.976509135,0.724100049
5488,0.444475527,2.420297143,0.070445307,0.640571419,55.13070629,2.338272902,11.78891559,0.221528051,8.455417089,0.584751871,0.636337542,2.643435547,1.746554789,0.789602155,1.416480429,0.795488918,4.043964963,0.589763785
5538,0.438652704,2.121729614,0.128187362,0.438457332,57.46865871,2.036664016,10.90512293,0.154398339,7.94071998,0.666670905,0.624923607,2.733005125,1.673939519,0.519668926,1.455136753,0.680350844,4.123579226,0.464477279
5588,0.341605645,2.330806299,0.185929416,0.327361966,57.99547749,2.569818701,9.967486541,0.087268626,7.90653407,0.666670905,0.613509671,2.739786587,1.982291774,0.249735697,1.455394498,0.56521277,4.393675621,0.4809703
5638,0.244558587,2.606031678,0.174097028,0.248404765,56.85331481,3.231068333,9.672705509,0.020138914,8.29172837,0.666670905,0.674776945,2.861345687,2.314022317,0.137772209,1.461865776,0.533490862,4.773354255,0.52006492
5688,0.147511529,3.015718625,0.132447021,0.308980766,54.22119574,3.810374115,9.550142097,0,8.758251017,0.800126255,0.697294171,2.952445644,2.739426823,0.184985953,1.696382168,0.495990211,5.600834821,0.495990211
5738,0.05046447,3.470882197,0.090797015,0.423453784,51.25707155,4.331033459,9.383310764,0,9.182599654,0.990776754,0.689854623,3.009410076,3.200683342,0.27140366,2.02749092,0.44069162,6.600103151,0.44069162
5788,0,3.547441069,0.049147008,0.403215221,49.36533148,4.611334645,9.309980447,0.113898305,9.621294486,0.921117744,0.683865032,2.869879549,3.217179102,0.416587322,2.110666857,0.432667232,7.524119967,0.470633334
5838,0,3.349701881,0.007497001,0.394975545,48.23238798,4.5000816,9.299018095,0.249491526,10.10337204,0.784929312,0.678151623,2.598013895,2.94265465,0.5729645,2.178391676,0.433647455,8.403278187,0.516811297
5888,0,3.087066504,0.027357955,0.581789558,48.11969849,4.174323117,9.491411356,0.324408801,10.02986371,0.667977166,0.663820407,2.441699534,2.684079095,0.636066015,2.102648798,0.49881232,8.863368192,0.516640325
5938,0,2.79339186,0.060721316,1.120815676,49.59532279,3.750135974,9.671766814,0.281543361,9.576399308,0.588366047,0.653440196,2.440658331,2.441893448,0.55199346,1.907675232,0.601104143,8.34428079,0.456784172
5988,0,2.499717216,0.094084676,1.659841793,51.0709471,3.325948832,9.852122272,0.23867792,9.122934903,0.508754928,0.643059985,2.439617129,2.199707802,0.467920905,1.712701667,0.703395967,7.825193389,0.396928019
6038,0,2.247714247,0.127448037,1.866815258,51.2716496,2.8666462,10.14892258,0.216711522,9.044206108,0.449979646,0.68897873,2.361662351,2.034783359,0.443298988,1.689745047,0.820346673,7.770614724,0.535096881
6088,0,2.439891084,0.160811397,1.877162769,50.34514117,2.666404794,10.15084095,0.214036548,8.754989204,0.444443738,0.786865741,2.537283941,2.355161127,0.473554583,1.76181311,0.950828655,7.937821897,0.856058064
6138,0,2.69811433,0.194174757,1.905398404,49.42671368,2.513612893,10.08725731,0.211361574,8.375195897,0.444443738,0.884752752,2.76574308,2.74293167,0.503810178,1.823501607,1.081310637,8.071332785,1.177019247
