Age,human
3445,7.968204376
3446,7.972824448
3447,7.97756698
3448,7.982427416
3449,7.987401197
3450,7.992483755
3451,7.997670522
3452,8.002956924
3453,8.008338382
3454,8.013810313
3455,8.019368129
3456,8.025007239
3457,8.030723046
3458,8.036510949
3459,8.042366342
3460,8.048284616
3461,8.054261157
3462,8.060291345
3463,8.066370558
3464,8.072494168
3465,8.078657542
3466,8.084856044
3467,8.091085032
3468,8.097339862
3469,8.103615882
3470,8.109908439
3471,8.116212874
3472,8.122524522
3473,8.128838716
3474,8.135150783
3475,8.141456047
3476,8.147749827
3477,8.154027435
3478,8.160284182
3479,8.166515373
3480,8.172716309
3481,8.178882286
3482,8.185008595
3483,8.191090524
3484,8.197123355
3485,8.203102368
3486,8.209022835
3487,8.214880026
3488,8.220669206
3489,8.226385635
3490,8.232024569
3491,8.237581259
3492,8.243050953
3493,8.248428892
3494,8.253710315
3495,8.258890455
3496,8.263964541
3497,8.268927798
3498,8.273775444
3499,8.278502697
3500,8.283104766
3501,8.287576859
3502,8.291914178
3503,8.296111919
3504,8.300165276
3505,8.304069437
3506,8.307819587
3507,8.311410905
3508,8.314838567
3509,8.318097742
3510,8.321183596
3511,8.324091292
3512,8.326815986
3513,8.329352832
3514,8.331696976
3515,8.333843563
3516,8.335787731
3517,8.337524616
3518,8.339049348
3519,8.340357051
3520,8.341442847
3521,8.342301853
3522,8.34292918
3523,8.343319937
3524,8.343469226
3525,8.343372147
3526,8.343023792
3527,8.342419251
3528,8.341553611
3529,8.340454096
3530,8.339153428
3531,8.337654934
3532,8.335961941
3533,8.334077783
3534,8.332005795
3535,8.329749317
3536,8.32731169
3537,8.324696261
3538,8.321906377
3539,8.318945392
3540,8.315816661
3541,8.312523542
3542,8.309069398
3543,8.305457593
3544,8.301691496
3545,8.297774479
3546,8.293709917
3547,8.289501188
3548,8.285151674
3549,8.28066476
3550,8.276043834
3551,8.271292288
3552,8.266413516
3553,8.261410916
3554,8.256287889
3555,8.251047841
3556,8.245694179
3557,8.240230314
3558,8.234659661
3559,8.228985637
3560,8.223211663
3561,8.217341164
3562,8.211377568
3563,8.205324304
3564,8.199184808
3565,8.192962516
3566,8.18666087
3567,8.180283313
3568,8.173833293
3569,8.16731426
3570,8.160729668
3571,8.154082974
3572,8.147377639
3573,8.140617127
3574,8.133804904
3575,8.126944441
3576,8.120039211
3577,8.113092691
3578,8.106108362
3579,8.099089707
3580,8.092040212
3581,8.084963368
3582,8.077862668
3583,8.070741609
3584,8.063603691
3585,8.056452416
3586,8.049291292
3587,8.042123828
3588,8.034953538
3589,8.027783937
3590,8.020618545
3591,8.013460886
3592,8.006314486
3593,7.999182874
3594,7.992069583
3595,7.98497815
3596,7.977912113
3597,7.970875017
3598,7.963870405
3599,7.956901829
3600,7.949972841
3601,7.943086997
3602,7.936247856
3603,7.92945898
3604,7.922723936
3605,7.916046292
3606,7.909429622
3607,7.902877501
3608,7.896393507
3609,7.889981225
3610,7.883644238
3611,7.877386137
3612,7.871210513
3613,7.865120962
3614,7.859121083
3615,7.853214478
3616,7.847404753
3617,7.841695517
3618,7.836090382
3619,7.830592962
3620,7.825206878
3621,7.81993575
3622,7.814783205
3623,7.809752871
3624,7.80484838
3625,7.800073368
3626,7.795431472
3627,7.790926335
3628,7.786561603
3629,7.782340923
3630,7.778042845
3631,7.773447128
3632,7.768559238
3633,7.763384648
3634,7.757928836
3635,7.752197284
3636,7.746195481
3637,7.73992892
3638,7.7334031
3639,7.726623524
3640,7.719595702
3641,7.712325149
3642,7.704817384
3643,7.697077932
3644,7.689112323
3645,7.680926094
3646,7.672524784
3647,7.663913939
3648,7.655099112
3649,7.646085858
3650,7.63687974
3651,7.627486325
3652,7.617911184
3653,7.608159896
3654,7.598238044
3655,7.588151216
3656,7.577905004
3657,7.567505009
3658,7.556956833
3659,7.546266087
3660,7.535438384
3661,7.524479345
3662,7.513394595
3663,7.502189764
3664,7.490870487
3665,7.479442406
3666,7.467911167
3667,7.456282421
3668,7.444561825
3669,7.432755041
3670,7.420867737
3671,7.408905584
3672,7.396874262
3673,7.384779452
3674,7.372626844
3675,7.360422131
3676,7.348171012
3677,7.335879191
3678,7.323552379
3679,7.311196289
3680,7.298816643
3681,7.286419164
3682,7.274009585
3683,7.261593641
3684,7.249177073
3685,7.236765628
3686,7.224365059
3687,7.211981121
3688,7.199619577
3689,7.187286196
3690,7.17498675
3691,7.162727017
3692,7.150512782
3693,7.138349832
3694,7.126243963
3695,7.114200973
3696,7.102226668
3697,7.090326858
3698,7.078507357
3699,7.066773987
3700,7.055132574
3701,7.043588949
3702,7.032148948
3703,7.020818414
3704,7.009603193
3705,6.998509138
3706,6.987542107
3707,6.976707963
3708,6.966012574
3709,6.955461814
3710,6.945061562
3711,6.934817702
3712,6.924736125
3713,6.914822724
3714,6.905083399
3715,6.895524058
3716,6.886150609
3717,6.876968971
3718,6.867985063
3719,6.859204813
3720,6.850634152
3721,6.842279019
3722,6.834145355
3723,6.82623911
3724,6.818566235
3725,6.811132691
3726,6.80394444
3727,6.797007452
3728,6.790327701
3729,6.783911168
3730,6.777763838
3731,6.77175674
3732,6.765756716
3733,6.759763471
3734,6.753776712
3735,6.747796144
3736,6.741821472
3737,6.735852401
3738,6.729888636
3739,6.723929881
3740,6.717975841
3741,6.712026218
3742,6.706080718
3743,6.700139043
3744,6.694200896
3745,6.68826598
3746,6.682333997
3747,6.67640465
3748,6.670477641
3749,6.664552671
3750,6.658629442
3751,6.652707655
3752,6.64678701
3753,6.640867209
3754,6.634947951
3755,6.629028937
3756,6.623109866
3757,6.617190438
3758,6.611270352
3759,6.605349306
3760,6.599427001
3761,6.593503133
3762,6.587577402
3763,6.581649504
3764,6.575719138
3765,6.569786001
3766,6.563849789
3767,6.5579102
3768,6.55196693
3769,6.546019675
3770,6.540068131
3771,6.534111993
3772,6.528150958
3773,6.522184719
3774,6.516212973
3775,6.510235413
3776,6.504251733
3777,6.498261628
3778,6.492264791
3779,6.486260917
3780,6.480249697
3781,6.474230824
3782,6.468203993
3783,6.462168893
3784,6.456125219
3785,6.450072661
3786,6.444010911
3787,6.437939661
3788,6.4318586
3789,6.425767421
3790,6.419665812
3791,6.413553465
3792,6.40743007
3793,6.401295315
3794,6.39514889
3795,6.388990484
3796,6.382819786
3797,6.376636484
3798,6.370440267
3799,6.364230822
3800,6.358007837
3801,6.351770999
3802,6.345519996
3803,6.339254515
3804,6.332974241
3805,6.326678861
3806,6.320368061
3807,6.314041527
3808,6.307698944
3809,6.301339997
3810,6.294964372
3811,6.288571752
3812,6.282161822
3813,6.275734267
3814,6.269288769
3815,6.262825013
3816,6.256342682
3817,6.249841458
3818,6.243321024
3819,6.236781063
3820,6.230221256
3821,6.223641287
3822,6.217040835
3823,6.210419582
3824,6.20377721
3825,6.197113399
3826,6.19042783
3827,6.183720182
3828,6.176990136
3829,6.170237371
3830,6.163461567
3831,6.156662403
3832,6.149910013
3833,6.143273176
3834,6.13674953
3835,6.130336715
3836,6.124032366
3837,6.117834116
3838,6.111739596
3839,6.105746435
3840,6.099852262
3841,6.094054699
3842,6.08835137
3843,6.082739896
3844,6.077217893
3845,6.071782979
3846,6.066432767
3847,6.061164869
3848,6.055976894
3849,6.05086645
3850,6.045831142
3851,6.040868572
3852,6.035976341
3853,6.031152048
3854,6.02639329
3855,6.021697659
3856,6.01706275
3857,6.01248615
3858,6.007965448
3859,6.003498229
3860,5.999082077
3861,5.994714572
3862,5.990393294
3863,5.986115818
3864,5.981879721
3865,5.977682573
3866,5.973521945
3867,5.969395405
3868,5.965300519
3869,5.96123485
3870,5.95719596
3871,5.953181407
3872,5.949188749
3873,5.945215541
3874,5.941259335
3875,5.937317682
3876,5.933388129
3877,5.929468224
3878,5.925555509
3879,5.921647526
3880,5.917741816
3881,5.913835914
3882,5.909927357
3883,5.906013677
3884,5.902092405
3885,5.898161069
3886,5.894217196
3887,5.890258309
3888,5.886281931
3889,5.882285582
3890,5.878266779
3891,5.874223037
3892,5.870151869
3893,5.866050787
3894,5.861917299
3895,5.857748912
3896,5.85354313
3897,5.849297455
3898,5.845009388
3899,5.840676426
3900,5.836296064
3901,5.831865797
3902,5.827383114
3903,5.822845507
3904,5.81825046
3905,5.813595459
3906,5.808877986
3907,5.804095521
3908,5.799245542
3909,5.794325526
3910,5.789332946
3911,5.784265272
3912,5.779119975
3913,5.773894522
3914,5.768586376
3915,5.763193002
3916,5.757711858
3917,5.752140405
3918,5.746476096
3919,5.740716387
3920,5.734858729
3921,5.728900571
3922,5.722839361
3923,5.716672543
3924,5.71039756
3925,5.704011854
3926,5.697512862
3927,5.69089802
3928,5.684164763
3929,5.677310522
3930,5.670332727
3931,5.663228806
3932,5.655996183
3933,5.648681262
3934,5.641332654
3935,5.633951089
3936,5.6265373
3937,5.61909202
3938,5.611615982
3939,5.60410992
3940,5.59657457
3941,5.589010666
3942,5.581418946
3943,5.573800145
3944,5.566155001
3945,5.558484252
3946,5.550788638
3947,5.543068898
3948,5.535325771
3949,5.527559999
3950,5.519772323
3951,5.511963486
3952,5.504134229
3953,5.496285297
3954,5.488417433
3955,5.480531383
3956,5.472627891
3957,5.464707704
3958,5.456771569
3959,5.448820232
3960,5.440854443
3961,5.43287495
3962,5.424882501
3963,5.416877848
3964,5.408861741
3965,5.400834931
3966,5.392798171
3967,5.384752213
3968,5.37669781
3969,5.368635717
3970,5.360566688
3971,5.352491479
3972,5.344410845
3973,5.336325544
3974,5.328236332
3975,5.320143968
3976,5.31204921
3977,5.303952819
3978,5.295855552
3979,5.287758172
3980,5.27966144
3981,5.271566117
3982,5.263472967
3983,5.255382753
3984,5.247296238
3985,5.239214187
3986,5.231137366
3987,5.223066541
3988,5.215002478
3989,5.206945944
3990,5.198897708
3991,5.190858538
3992,5.182829203
3993,5.174810474
3994,5.166803121
3995,5.158807915
3996,5.150825629
3997,5.142857034
3998,5.134902905
3999,5.126964015
4000,5.119041138
4001,5.111135051
4002,5.103246528
4003,5.095376347
4004,5.087525285
4005,5.07969412
4006,5.07188363
4007,5.064094595
4008,5.056327794
4009,5.048584009
4010,5.04086402
4011,5.03316861
4012,5.02549856
4013,5.017854655
4014,5.010237679
4015,5.002648415
4016,4.995087649
4017,4.987556167
4018,4.980054756
4019,4.972584202
4020,4.965145295
4021,4.957738822
4022,4.950365572
4023,4.943026337
4024,4.935721905
4025,4.928453069
4026,4.92122062
4027,4.914025352
4028,4.906868056
4029,4.899749528
4030,4.892670562
4031,4.885631953
4032,4.878634496
4033,4.871521516
4034,4.86413954
4035,4.856494174
4036,4.848591031
4037,4.840435727
4038,4.832033884
4039,4.823391129
4040,4.814513093
4041,4.805405414
4042,4.796073733
4043,4.786523696
4044,4.776760956
4045,4.76679117
4046,4.756619998
4047,4.746253108
4048,4.735696171
4049,4.724954864
4050,4.714034869
4051,4.702941873
4052,4.691681566
4053,4.680259647
4054,4.668681815
4055,4.656953779
4056,4.64508125
4057,4.633069944
4058,4.620925583
4059,4.608653894
4060,4.596260609
4061,4.583751463
4062,4.5711322
4063,4.558408565
4064,4.54558631
4065,4.532671191
4066,4.519668972
4067,4.506585417
4068,4.4934263
4069,4.480197396
4070,4.466904487
4071,4.45355336
4072,4.440149807
4073,4.426699624
4074,4.413208614
4075,4.399682582
4076,4.386127341
4077,4.372548707
4078,4.358952503
4079,4.345344555
4080,4.331730694
4081,4.318116758
4082,4.304508588
4083,4.290912031
4084,4.27733294
4085,4.26377717
4086,4.250250585
4087,4.23675905
4088,4.223308437
4089,4.209904624
4090,4.196553493
4091,4.18326093
4092,4.170032827
4093,4.156875082
4094,4.143793596
4095,4.130794276
4096,4.117883035
4097,4.10506579
4098,4.092348462
4099,4.079736979
4100,4.067237273
4101,4.054855281
4102,4.042596945
4103,4.030468213
4104,4.018475037
4105,4.006623373
4106,3.994919185
4107,3.983368439
4108,3.971977109
4109,3.960751171
4110,3.949696607
4111,3.938819406
4112,3.928125559
4113,3.917621064
4114,3.907311924
4115,3.897204146
4116,3.887303743
4117,3.877616732
4118,3.868149136
4119,3.858906983
4120,3.849896306
4121,3.841123141
4122,3.832593532
4123,3.824313527
4124,3.816289179
4125,3.808526545
4126,3.801031689
4127,3.793810678
4128,3.786869585
4129,3.780214489
4130,3.773851472
4131,3.767786623
4132,3.762026034
4133,3.756575805
4134,3.751169527
4135,3.74554012
4136,3.739692682
4137,3.733632315
4138,3.727364125
4139,3.720893222
4140,3.714224723
4141,3.707363746
4142,3.700315416
4143,3.693084861
4144,3.685677214
4145,3.678097613
4146,3.670351199
4147,3.662443119
4148,3.654378524
4149,3.646162568
4150,3.637800412
4151,3.62929722
4152,3.62065816
4153,3.611888405
4154,3.602993132
4155,3.593977525
4156,3.584846768
4157,3.575606053
4158,3.566260575
4159,3.556815535
4160,3.547276135
4161,3.537647585
4162,3.527935098
4163,3.518143892
4164,3.508279188
4165,3.498346213
4166,3.488350198
4167,3.478296379
4168,3.468189994
4169,3.45803629
4170,3.447840513
4171,3.437607919
4172,3.427343763
4173,3.41705331
4174,3.406741824
4175,3.396414578
4176,3.386076846
4177,3.37573391
4178,3.365391053
4179,3.355053564
4180,3.344726737
4181,3.334415869
4182,3.324126264
4183,3.313863227
4184,3.30363207
4185,3.29343811
4186,3.283286665
4187,3.273183061
4188,3.263132627
4189,3.253140697
4190,3.243212609
4191,3.233353704
4192,3.223569332
4193,3.213864842
4194,3.20424559
4195,3.194716939
4196,3.185284251
4197,3.175952897
4198,3.166728251
4199,3.15761569
4200,3.148620598
4201,3.139748363
4202,3.131004375
4203,3.122394031
4204,3.113922732
4205,3.105595883
4206,3.097418894
4207,3.089397179
4208,3.081536156
4209,3.073841249
4210,3.066317886
4211,3.058971498
4212,3.051807522
4213,3.044831398
4214,3.038048574
4215,3.031464498
4216,3.025084625
4217,3.018914415
4218,3.01295933
4219,3.007224838
4220,3.001716413
4221,2.99643953
4222,2.991399672
4223,2.986602324
4224,2.982052976
4225,2.977757124
4226,2.973720267
4227,2.969947908
4228,2.966445556
4229,2.963218725
4230,2.96027293
4231,2.957613694
4232,2.955246544
4233,2.953177009
4234,2.951410626
4235,2.94992034
4236,2.948672834
4237,2.94766425
4238,2.946890727
4239,2.9463484
4240,2.946033402
4241,2.945941861
4242,2.946069902
4243,2.946413647
4244,2.946969216
4245,2.947732723
4246,2.948700281
4247,2.949867998
4248,2.951231979
4249,2.952788326
4250,2.954533139
4251,2.956462511
4252,2.958572536
4253,2.960859301
4254,2.963318893
4255,2.965947392
4256,2.968740877
4257,2.971695423
4258,2.974807103
4259,2.978071985
4260,2.981486134
4261,2.985045611
4262,2.988746475
4263,2.992584781
4264,2.996556581
4265,3.000657924
4266,3.004884853
4267,3.009233412
4268,3.013699637
4269,3.018279565
4270,3.022969226
4271,3.02776465
4272,3.03266186
4273,3.037656879
4274,3.042745724
4275,3.047924411
4276,3.053188951
4277,3.058535352
4278,3.063959618
4279,3.069457752
4280,3.075025751
4281,3.08065961
4282,3.08635532
4283,3.09210887
4284,3.097916243
4285,3.103773422
4286,3.109676383
4287,3.115621102
4288,3.12160355
4289,3.127619694
4290,3.133665499
4291,3.139736927
4292,3.145829934
4293,3.151940475
4294,3.158064502
4295,3.164197961
4296,3.170336798
4297,3.176476952
4298,3.182614363
4299,3.188744963
4300,3.194864684
4301,3.200969452
4302,3.207055193
4303,3.213117827
4304,3.219153272
4305,3.22515744
4306,3.231126244
4307,3.23705559
4308,3.242941382
4309,3.24877952
4310,3.254565902
4311,3.260296422
4312,3.26596697
4313,3.271573434
4314,3.277111695
4315,3.282577637
4316,3.287967134
4317,3.29327606
4318,3.298500287
4319,3.30363568
4320,3.308678104
4321,3.313623418
4322,3.318467478
4323,3.323206139
4324,3.327835251
4325,3.332350659
4326,3.336748207
4327,3.341023736
4328,3.345173081
4329,3.349192075
4330,3.353076549
4331,3.356822329
4332,3.360425237
4333,3.363881093
4334,3.367185714
4335,3.370334913
4336,3.373636829
4337,3.377396651
4338,3.381605757
4339,3.386255514
4340,3.391337284
4341,3.396842422
4342,3.402762275
4343,3.409088182
4344,3.415811477
4345,3.422923485
4346,3.430415522
4347,3.438278901
4348,3.446504923
4349,3.455084886
4350,3.464010078
4351,3.47327178
4352,3.482861265
4353,3.492769802
4354,3.502988649
4355,3.513509058
4356,3.524322274
4357,3.535419534
4358,3.54679207
4359,3.558431102
4360,3.570327848
4361,3.582473514
4362,3.594859303
4363,3.607476407
4364,3.620316012
4365,3.633369299
4366,3.646627437
4367,3.660081591
4368,3.673722919
4369,3.687542569
4370,3.701531685
4371,3.7156814
4372,3.729982843
4373,3.744427133
4374,3.759005385
4375,3.773708702
4376,3.788528185
4377,3.803454922
4378,3.818479999
4379,3.833594492
4380,3.848789468
4381,3.864055991
4382,3.879385114
4383,3.894767883
4384,3.91019534
4385,3.925658516
4386,3.941148435
4387,3.956656116
4388,3.972172568
4389,3.987688795
4390,4.003195792
4391,4.018684547
4392,4.034146042
4393,4.049571249
4394,4.064951134
4395,4.080276658
4396,4.09553877
4397,4.110728416
4398,4.125836531
4399,4.140854046
4400,4.155771883
4401,4.170580955
4402,4.185272171
4403,4.199836431
4404,4.214264627
4405,4.228547644
4406,4.242676361
4407,4.256641648
4408,4.270434369
4409,4.284045378
4410,4.297465525
4411,4.310685651
4412,4.32369659
4413,4.336489168
4414,4.349054204
4415,4.36138251
4416,4.373464891
4417,4.385292142
4418,4.396855055
4419,4.40814441
4420,4.419150984
4421,4.429865544
4422,4.440278849
4423,4.450381653
4424,4.460164701
4425,4.469618731
4426,4.478734473
4427,4.487502652
4428,4.495913983
4429,4.503959175
4430,4.511628928
4431,4.518913937
4432,4.525804888
4433,4.53229246
4434,4.538367325
4435,4.544020147
4436,4.549514613
4437,4.55511913
4438,4.560831435
4439,4.566649263
4440,4.572570348
4441,4.578592422
4442,4.584713215
4443,4.590930455
4444,4.597241867
4445,4.603645176
4446,4.610138105
4447,4.616718373
4448,4.623383699
4449,4.6301318
4450,4.636960391
4451,4.643867185
4452,4.650849892
4453,4.657906222
4454,4.665033882
4455,4.672230578
4456,4.679494012
4457,4.686821887
4458,4.694211903
4459,4.701661756
4460,4.709169144
4461,4.71673176
4462,4.724347296
4463,4.732013443
4464,4.73972789
4465,4.747488322
4466,4.755292424
4467,4.763137879
4468,4.771022369
4469,4.778943572
4470,4.786899164
4471,4.794886823
4472,4.802904219
4473,4.810949027
4474,4.819018914
4475,4.827111548
4476,4.835224596
4477,4.843355721
4478,4.851502585
4479,4.859662849
4480,4.86783417
4481,4.876014205
4482,4.884200609
4483,4.892391034
4484,4.900583131
4485,4.908774548
4486,4.916962933
4487,4.92514593
4488,4.933321183
4489,4.941486333
4490,4.949639019
4491,4.95777688
4492,4.965897549
4493,4.973998662
4494,4.982077849
4495,4.990132742
4496,4.998160967
4497,5.006160152
4498,5.014127919
4499,5.022061892
4500,5.029959692
4501,5.037818936
4502,5.045637241
4503,5.053412222
4504,5.061141493
4505,5.068822663
4506,5.076453343
4507,5.084031138
4508,5.091553656
4509,5.099018499
4510,5.106423268
4511,5.113765563
4512,5.121042983
4513,5.128253123
4514,5.135393576
4515,5.142461935
4516,5.149455791
4517,5.15637273
4518,5.163210341
4519,5.169966207
4520,5.17663791
4521,5.183223032
4522,5.189719152
4523,5.196123846
4524,5.202434689
4525,5.208649254
4526,5.214765113
4527,5.220779835
4528,5.226690988
4529,5.232496136
4530,5.238192844
4531,5.243778673
4532,5.249251183
4533,5.254607932
4534,5.259846476
4535,5.264964369
4536,5.269959164
4537,5.274812705
4538,5.279510305
4539,5.284054717
4540,5.288448697
4541,5.292695002
4542,5.296796394
4543,5.300755634
4544,5.304575488
4545,5.308258721
4546,5.311808104
4547,5.315226409
4548,5.318516408
4549,5.321680878
4550,5.324722597
4551,5.327644346
4552,5.330448907
4553,5.333139066
4554,5.335717611
4555,5.33818733
4556,5.340551016
4557,5.342811462
4558,5.344971466
4559,5.347033826
4560,5.349001342
4561,5.350876819
4562,5.352663062
4563,5.354362877
4564,5.355979077
4565,5.357514471
4566,5.358971876
4567,5.360354109
4568,5.361663987
4569,5.362904333
4570,5.364077969
4571,5.365187723
4572,5.366236422
4573,5.367226897
4574,5.36816198
4575,5.369044506
4576,5.369877313
4577,5.37066324
4578,5.371405129
4579,5.372105823
4580,5.37276817
4581,5.373395017
4582,5.373989216
4583,5.374553619
4584,5.375091083
4585,5.375604464
4586,5.376096624
4587,5.376570423
4588,5.377028726
4589,5.3774744
4590,5.377910315
4591,5.378339341
4592,5.378764353
4593,5.379188225
4594,5.379613836
4595,5.380044066
4596,5.380481799
4597,5.380929918
4598,5.381391312
4599,5.381868869
4600,5.382365482
4601,5.382884044
4602,5.383427452
4603,5.383998604
4604,5.384600402
4605,5.385235747
4606,5.385907547
4607,5.386618708
4608,5.387372141
4609,5.388170757
4610,5.389017471
4611,5.3899152
4612,5.390866863
4613,5.391875382
4614,5.39294368
4615,5.394074682
4616,5.395271318
4617,5.396536517
4618,5.397873213
4619,5.39928434
4620,5.400772835
4621,5.402341639
4622,5.403993692
4623,5.40573194
4624,5.407559329
4625,5.409478806
4626,5.411493324
4627,5.413605836
4628,5.415819297
4629,5.418136664
4630,5.420560899
4631,5.423094963
4632,5.42574182
4633,5.428504439
4634,5.431385788
4635,5.434388839
4636,5.437516566
4637,5.440771944
4638,5.44408177
4639,5.447370857
4640,5.450639205
4641,5.453886813
4642,5.457113681
4643,5.46031981
4644,5.463505199
4645,5.466669849
4646,5.469813759
4647,5.47293693
4648,5.476039362
4649,5.479121055
4650,5.482182009
4651,5.485222223
4652,5.488241699
4653,5.491240436
4654,5.494218434
4655,5.497175694
4656,5.500112216
4657,5.503027999
4658,5.505923044
4659,5.508797352
4660,5.511650921
4661,5.514483753
4662,5.517295848
4663,5.520087206
4664,5.522857827
4665,5.525607711
4666,5.528336859
4667,5.53104527
4668,5.533732946
4669,5.536399885
4670,5.53904609
4671,5.541671559
4672,5.544276294
4673,5.546860294
4674,5.549423559
4675,5.551966091
4676,5.554487889
4677,5.556988954
4678,5.559469285
4679,5.561928885
4680,5.564367752
4681,5.566785887
4682,5.56918329
4683,5.571559963
4684,5.573915904
4685,5.576251116
4686,5.578565597
4687,5.580859349
4688,5.583132372
4689,5.585384666
4690,5.587616232
4691,5.589827071
4692,5.592017182
4693,5.594186566
4694,5.596335224
4695,5.598463156
4696,5.600570363
4697,5.602656845
4698,5.604722603
4699,5.606767637
4700,5.608791948
4701,5.610795537
4702,5.612778403
4703,5.614740547
4704,5.616681971
4705,5.618602674
4706,5.620502657
4707,5.622381922
4708,5.624240467
4709,5.626078295
4710,5.627895405
4711,5.629691799
4712,5.631467476
4713,5.633222438
4714,5.634956686
4715,5.636670219
4716,5.638363039
4717,5.640035146
4718,5.641686541
4719,5.643317225
4720,5.644927199
4721,5.646516462
4722,5.648085016
4723,5.649632862
4724,5.651160001
4725,5.652666432
4726,5.654152157
4727,5.655617178
4728,5.657061493
4729,5.658485105
4730,5.659888014
4731,5.661270221
4732,5.662631726
4733,5.663972531
4734,5.665292637
4735,5.666592044
4736,5.667870753
4737,5.669128765
4738,5.67036608
4739,5.671638586
4740,5.6730007
4741,5.674450222
4742,5.67598495
4743,5.67760268
4744,5.679301206
4745,5.681078321
4746,5.682931814
4747,5.684859476
4748,5.686859093
4749,5.688928452
4750,5.691065335
4751,5.693267525
4752,5.695532802
4753,5.697858945
4754,5.70024373
4755,5.702684934
4756,5.705180328
4757,5.707727685
4758,5.710324775
4759,5.712969366
4760,5.715659224
4761,5.718392114
4762,5.721165799
4763,5.72397804
4764,5.726826597
4765,5.729709227
4766,5.732623687
4767,5.73556773
4768,5.738539109
4769,5.741535575
4770,5.744554877
4771,5.747594762
4772,5.750652977
4773,5.753727263
4774,5.756815365
4775,5.759915021
4776,5.763023972
4777,5.766139952
4778,5.769260699
4779,5.772383944
4780,5.77550742
4781,5.778628857
4782,5.781745982
4783,5.784856523
4784,5.787958203
4785,5.791048746
4786,5.794125873
4787,5.797187304
4788,5.800230755
4789,5.803253944
4790,5.806254583
4791,5.809230387
4792,5.812179064
4793,5.815098326
4794,5.817985878
4795,5.820839426
4796,5.823656674
4797,5.826435324
4798,5.829173076
4799,5.831867629
4800,5.834516679
4801,5.837117922
4802,5.839669051
4803,5.842167757
4804,5.84461173
4805,5.846998659
4806,5.849326229
4807,5.851592125
4808,5.85379403
4809,5.855929625
4810,5.857996589
4811,5.8599926
4812,5.861915334
4813,5.863762465
4814,5.865531665
4815,5.867220604
4816,5.868826952
4817,5.870348375
4818,5.87178254
4819,5.873127109
4820,5.874379745
4821,5.875538107
4822,5.876599854
4823,5.877562642
4824,5.878424127
4825,5.879181961
4826,5.879833796
4827,5.880377281
4828,5.880810065
4829,5.881129793
4830,5.881334109
4831,5.881420657
4832,5.881387078
4833,5.881231009
4834,5.880950089
4835,5.880541954
4836,5.880004236
4837,5.879334569
4838,5.878530582
4839,5.877658085
4840,5.876784276
4841,5.875908868
4842,5.875031575
4843,5.87415211
4844,5.873270187
4845,5.872385517
4846,5.871497814
4847,5.87060679
4848,5.869712157
4849,5.868813626
4850,5.86791091
4851,5.867003721
4852,5.866091768
4853,5.865174764
4854,5.864252419
4855,5.863324444
4856,5.862390549
4857,5.861450444
4858,5.86050384
4859,5.859550445
4860,5.85858997
4861,5.857622124
4862,5.856646616
4863,5.855663154
4864,5.854671448
4865,5.853671205
4866,5.852662135
4867,5.851643944
4868,5.850616342
4869,5.849579034
4870,5.848531729
4871,5.847474134
4872,5.846405956
4873,5.845326901
4874,5.844236675
4875,5.843134986
4876,5.842021539
4877,5.840896039
4878,5.839758193
4879,5.838607706
4880,5.837444283
4881,5.836267629
4882,5.835077448
4883,5.833873445
4884,5.832655325
4885,5.831422791
4886,5.830175548
4887,5.828913298
4888,5.827635746
4889,5.826342594
4890,5.825033546
4891,5.823708304
4892,5.822366571
4893,5.821008048
4894,5.819632439
4895,5.818239445
4896,5.816828768
4897,5.815400108
4898,5.813953168
4899,5.812487649
4900,5.81100325
4901,5.809499673
4902,5.807976619
4903,5.806433786
4904,5.804870875
4905,5.803287587
4906,5.801683619
4907,5.800058672
4908,5.798412444
4909,5.796744635
4910,5.795054942
4911,5.793343065
4912,5.791608701
4913,5.789851549
4914,5.788071306
4915,5.786267669
4916,5.784440337
4917,5.782589005
4918,5.780713371
4919,5.778813131
4920,5.776887982
4921,5.77493762
4922,5.772961741
4923,5.770960041
4924,5.768932215
4925,5.766877959
4926,5.764796967
4927,5.762688935
4928,5.760553557
4929,5.758390527
4930,5.75619954
4931,5.75398029
4932,5.751732471
4933,5.749455776
4934,5.747149898
4935,5.74481453
4936,5.742449366
4937,5.740054099
4938,5.73762842
4939,5.735172021
4940,5.732562307
4941,5.729680447
4942,5.726531793
4943,5.723121695
4944,5.719455512
4945,5.715538604
4946,5.711376337
4947,5.706974081
4948,5.702337208
4949,5.697471096
4950,5.692381128
4951,5.687072688
4952,5.681551168
4953,5.67582196
4954,5.669890463
4955,5.663762079
4956,5.657442216
4957,5.650936282
4958,5.644249694
4959,5.637387869
4960,5.63035623
4961,5.623160205
4962,5.615805224
4963,5.608296723
4964,5.600640141
4965,5.592840922
4966,5.584904513
4967,5.576836365
4968,5.568641935
4969,5.560326682
4970,5.55189607
4971,5.543355568
4972,5.534710648
4973,5.525966786
4974,5.517129463
4975,5.508204163
4976,5.499196375
4977,5.490111591
4978,5.48095531
4979,5.471733032
4980,5.462450262
4981,5.45311251
4982,5.443725288
4983,5.434294115
4984,5.424824513
4985,5.415322007
4986,5.405792127
4987,5.396240408
4988,5.386672387
4989,5.377093607
4990,5.367509614
4991,5.357925959
4992,5.348348197
4993,5.338781887
4994,5.329232591
4995,5.319705877
4996,5.310207316
4997,5.300742483
4998,5.291316958
4999,5.281936324
